ID	LABEL	alternative term	IEDB alternative term	has cross-reference	logical type	parent	textual definition	logical annotation goal	derives from organism	axiom organism	derives from cell	axiom cell	derives from tissue	axiom tissue	having disease	axiom disease	unified axiom
ICF:0000085	MDST8 cell	MDST8|T8	MDST8 cell	RRID:CVCL_2588|CLO:0009970	subclass	immortal human epithelial cell line cell	An immortal human epithelial cell line cell originating from the colon of subjects with colon carcinoma.	'derives from' some ('epithelial cell' and ('part of' some ('colon' and ('part of' some ('Homo sapiens' and ('has disease' some 'colon carcinoma'))))))	Homo sapiens		epithelial cell		colon		colon carcinoma		'derives from' some ('epithelial cell' and ('part of' some ('colon' and ('part of' some ('Homo sapiens' and ('has disease' some 'colon carcinoma'))))))
ICF:0000086	HeLa cell	HELA| Hela| He La| He-La| HeLa-CCL2| Henrietta Lacks cells| Helacyton gartleri|HeLa	HeLa cell	RRID:CVCL_0030|CLO:0003684	subclass	immortal human epithelial cell line cell	An immortal human epithelial cell line cell originating from the uterine cervix of subjects with endocervical adenocarcinoma.	'derives from' some ('epithelial cell' and ('part of' some ('uterine cervix' and ('part of' some ('Homo sapiens' and ('has disease' some 'endocervical adenocarcinoma'))))))	Homo sapiens		epithelial cell		uterine cervix		endocervical adenocarcinoma		'derives from' some ('epithelial cell' and ('part of' some ('uterine cervix' and ('part of' some ('Homo sapiens' and ('has disease' some 'endocervical adenocarcinoma'))))))
ICF:0000087	OE19 cell	OE-19| JROECL 19| JROECL19| OEC19|OE19	OE19 cell	RRID:CVCL_1622|CLO:0008238	subclass	immortal human epithelial cell line cell	An immortal human epithelial cell line cell originating from the esophagus of subjects with esophagus adenocarcinoma.	'derives from' some ('epithelial cell' and ('part of' some ('esophagus' and ('part of' some ('Homo sapiens' and ('has disease' some 'esophagus adenocarcinoma'))))))	Homo sapiens		epithelial cell		esophagus		esophagus adenocarcinoma		'derives from' some ('epithelial cell' and ('part of' some ('esophagus' and ('part of' some ('Homo sapiens' and ('has disease' some 'esophagus adenocarcinoma'))))))
ICF:0000088	RCB2098 cell	TE8|RCB2098|TE-8	TE-8 cell	RRID:CVCL_1766|CLO:0051371	subclass	immortal human epithelial cell line cell	An immortal human epithelial cell line cell originating from the esophagus of subjects with esophagus squamous cell carcinoma.	'derives from' some ('epithelial cell' and ('part of' some ('esophagus' and ('part of' some ('Homo sapiens' and ('has disease' some 'esophagus squamous cell carcinoma'))))))	Homo sapiens		epithelial cell		esophagus		esophagus squamous cell carcinoma		'derives from' some ('epithelial cell' and ('part of' some ('esophagus' and ('part of' some ('Homo sapiens' and ('has disease' some 'esophagus squamous cell carcinoma'))))))
ICF:0000089	AGS cell	AGS	AGS cell	RRID:CVCL_0139|CLO:0001686	subclass	immortal human epithelial cell line cell	An immortal human epithelial cell line cell originating from the stomach of subjects with gastric adenocarcinoma.	'derives from' some ('epithelial cell' and ('part of' some ('stomach' and ('part of' some ('Homo sapiens' and ('has disease' some 'gastric adenocarcinoma'))))))	Homo sapiens		epithelial cell		stomach		gastric adenocarcinoma		'derives from' some ('epithelial cell' and ('part of' some ('stomach' and ('part of' some ('Homo sapiens' and ('has disease' some 'gastric adenocarcinoma'))))))
ICF:0000090	KATO III cell	Kato III| Kato-III| KATO-III| KATOIII| KatoIII| KATO 3| JTC-28| Japanese Tissue Culture-28|KATO III	KATO III cell	RRID:CVCL_0371|CLO:0007073	subclass	immortal human epithelial cell line cell	An immortal human epithelial cell line cell originating from the pleural effusion of subjects with gastric adenocarcinoma.	'derives from' some ('epithelial cell' and ('part of' some ('pleural effusion' and ('part of' some ('Homo sapiens' and ('has disease' some 'gastric adenocarcinoma'))))))	Homo sapiens		epithelial cell		pleural effusion		gastric adenocarcinoma		'derives from' some ('epithelial cell' and ('part of' some ('pleural effusion' and ('part of' some ('Homo sapiens' and ('has disease' some 'gastric adenocarcinoma'))))))
ICF:0000091	MKN-45 cell	MKN-45| MKN 45	MKN45 cell	RRID:CVCL_0434|CLO:0007733	subclass	immortal human epithelial cell line cell	An immortal human epithelial cell line cell originating from the liver of subjects with gastric adenocarcinoma.	'derives from' some ('epithelial cell' and ('part of' some ('liver' and ('part of' some ('Homo sapiens' and ('has disease' some 'gastric adenocarcinoma'))))))	Homo sapiens		epithelial cell		liver		gastric adenocarcinoma		'derives from' some ('epithelial cell' and ('part of' some ('liver' and ('part of' some ('Homo sapiens' and ('has disease' some 'gastric adenocarcinoma'))))))
ICF:0000092	NUGC-3 cell	NUGC3| NU-GC-3| Nagoya University-Gastric Cancer-3|NUGC-3	NUGC-3 cell	RRID:CVCL_1612|CLO:0037144	subclass	immortal human epithelial cell line cell	An immortal human epithelial cell line cell originating from the brachialis muscle of subjects with gastric adenocarcinoma.	'derives from' some ('epithelial cell' and ('part of' some ('skeletal muscle organ, vertebrate' and ('part of' some ('Homo sapiens' and ('has disease' some 'gastric adenocarcinoma'))))))	Homo sapiens		epithelial cell		skeletal muscle organ, vertebrate		gastric adenocarcinoma		'derives from' some ('epithelial cell' and ('part of' some ('skeletal muscle organ, vertebrate' and ('part of' some ('Homo sapiens' and ('has disease' some 'gastric adenocarcinoma'))))))
ICF:0000093	RCB1434 cell	KE39|KE-39|RCB1434	KE39 cell	RRID:CVCL_3385|CLO:0050802	subclass	immortal human epithelial cell line cell	An immortal human epithelial cell line cell originating from the lymph node of subjects with gastric adenocarcinoma.	'derives from' some ('epithelial cell' and ('part of' some ('lymph node' and ('part of' some ('Homo sapiens' and ('has disease' some 'gastric adenocarcinoma'))))))	Homo sapiens		epithelial cell		lymph node		gastric adenocarcinoma		'derives from' some ('epithelial cell' and ('part of' some ('lymph node' and ('part of' some ('Homo sapiens' and ('has disease' some 'gastric adenocarcinoma'))))))
ICF:0000094	RCB1939 cell	NUGC4| NU-GC-4| Nagoya University-Gastric Cancer-4|NUGC-4|RCB1939	NUGC4 cell	RRID:CVCL_3082|CLO:0050789	subclass	immortal human epithelial cell line cell	An immortal human epithelial cell line cell originating from the lymph node of subjects with gastric adenocarcinoma.	'derives from' some ('epithelial cell' and ('part of' some ('lymph node' and ('part of' some ('Homo sapiens' and ('has disease' some 'gastric adenocarcinoma'))))))	Homo sapiens		epithelial cell		lymph node		gastric adenocarcinoma		'derives from' some ('epithelial cell' and ('part of' some ('lymph node' and ('part of' some ('Homo sapiens' and ('has disease' some 'gastric adenocarcinoma'))))))
ICF:0000095	SUM159PT cell	SUM-159-PT| SUM-159PT| SUM 159PT| SUM-159| SUM 159| SUM159| 159 PT| 159PT|SUM159PT	SUM159PT cell	RRID:CVCL_5423|CLO:0009918	subclass	immortal human epithelial cell line cell	An immortal human epithelial cell line cell originating from the breast of subjects with invasive ductal carcinoma.	'derives from' some ('epithelial cell' and ('part of' some ('breast' and ('part of' some ('Homo sapiens' and ('has disease' some 'invasive ductal carcinoma'))))))	Homo sapiens		epithelial cell		breast		invasive ductal carcinoma		'derives from' some ('epithelial cell' and ('part of' some ('breast' and ('part of' some ('Homo sapiens' and ('has disease' some 'invasive ductal carcinoma'))))))
ICF:0000096	Calu-3 cell	CaLu-3| CALU-3| Calu 3| Calu3| CALU3|Calu-3	Calu-3 cell	RRID:CVCL_0609|CLO:0002192	subclass	immortal human epithelial cell line cell	An immortal human epithelial cell line cell originating from the pleural effusion of subjects with lung adenocarcinoma.	'derives from' some ('epithelial cell' and ('part of' some ('pleural effusion' and ('part of' some ('Homo sapiens' and ('has disease' some 'lung adenocarcinoma'))))))	Homo sapiens		epithelial cell		pleural effusion		lung adenocarcinoma		'derives from' some ('epithelial cell' and ('part of' some ('pleural effusion' and ('part of' some ('Homo sapiens' and ('has disease' some 'lung adenocarcinoma'))))))
ICF:0000097	HCC827 cell	HCC-827| HCC 827| HCC0827| HCC827-P| Hamon Cancer Center 827|HCC827	HCC827 cell	RRID:CVCL_2063|CLO:0003659	subclass	immortal human epithelial cell line cell	An immortal human epithelial cell line cell originating from the lung of subjects with lung adenocarcinoma.	'derives from' some ('epithelial cell' and ('part of' some ('lung' and ('part of' some ('Homo sapiens' and ('has disease' some 'lung adenocarcinoma'))))))	Homo sapiens		epithelial cell		lung		lung adenocarcinoma		'derives from' some ('epithelial cell' and ('part of' some ('lung' and ('part of' some ('Homo sapiens' and ('has disease' some 'lung adenocarcinoma'))))))
ICF:0000098	NCI-H1355 cell	H1355| H-1355| NCIH1355|NCI-H1355	NCI-H1355 cell	RRID:CVCL_1464|CLO:0007989	subclass	immortal human epithelial cell line cell	An immortal human epithelial cell line cell originating from the pleural effusion of subjects with lung adenocarcinoma.	'derives from' some ('epithelial cell' and ('part of' some ('pleural effusion' and ('part of' some ('Homo sapiens' and ('has disease' some 'lung adenocarcinoma'))))))	Homo sapiens		epithelial cell		pleural effusion		lung adenocarcinoma		'derives from' some ('epithelial cell' and ('part of' some ('pleural effusion' and ('part of' some ('Homo sapiens' and ('has disease' some 'lung adenocarcinoma'))))))
ICF:0000099	NCI-H1395 cell	H1395| H-1395| NCIH1395|NCI-H1395	NCI-H1395 cell	RRID:CVCL_1467|CLO:0007992	subclass	immortal human epithelial cell line cell	An immortal human epithelial cell line cell originating from the lung of subjects with lung adenocarcinoma.	'derives from' some ('epithelial cell' and ('part of' some ('lung' and ('part of' some ('Homo sapiens' and ('has disease' some 'lung adenocarcinoma'))))))	Homo sapiens		epithelial cell		lung		lung adenocarcinoma		'derives from' some ('epithelial cell' and ('part of' some ('lung' and ('part of' some ('Homo sapiens' and ('has disease' some 'lung adenocarcinoma'))))))
ICF:0000100	NCI-H1755 cell	H1755| H-1755| NCIH1755|NCI-H1755	NCI-H1755 cell	RRID:CVCL_1492|CLO:0008016	subclass	immortal human epithelial cell line cell	An immortal human epithelial cell line cell originating from the liver of subjects with lung adenocarcinoma.	'derives from' some ('epithelial cell' and ('part of' some ('liver' and ('part of' some ('Homo sapiens' and ('has disease' some 'lung adenocarcinoma'))))))	Homo sapiens		epithelial cell		liver		lung adenocarcinoma		'derives from' some ('epithelial cell' and ('part of' some ('liver' and ('part of' some ('Homo sapiens' and ('has disease' some 'lung adenocarcinoma'))))))
ICF:0000101	NCI-H1975 cell	H1975| H-1975| NCIH1975|NCI-H1975	NCI-H1975 cell	RRID:CVCL_1511|CLO:0008035	subclass	immortal human epithelial cell line cell	An immortal human epithelial cell line cell originating from the lung of subjects with lung adenocarcinoma.	'derives from' some ('epithelial cell' and ('part of' some ('lung' and ('part of' some ('Homo sapiens' and ('has disease' some 'lung adenocarcinoma'))))))	Homo sapiens		epithelial cell		lung		lung adenocarcinoma		'derives from' some ('epithelial cell' and ('part of' some ('lung' and ('part of' some ('Homo sapiens' and ('has disease' some 'lung adenocarcinoma'))))))
ICF:0000102	NCI-H2228 cell	H2228| H-2228| NCIH2228|NCI-H2228	NCI-H2228 cell	RRID:CVCL_1543|CLO:0008067	subclass	immortal human epithelial cell line cell	An immortal human epithelial cell line cell originating from the lung of subjects with lung adenocarcinoma.	'derives from' some ('epithelial cell' and ('part of' some ('lung' and ('part of' some ('Homo sapiens' and ('has disease' some 'lung adenocarcinoma'))))))	Homo sapiens		epithelial cell		lung		lung adenocarcinoma		'derives from' some ('epithelial cell' and ('part of' some ('lung' and ('part of' some ('Homo sapiens' and ('has disease' some 'lung adenocarcinoma'))))))
ICF:0000103	NCI-H441 cell	H441| H-441| NCI-H441-4| NCI-441| NCIH441|NCI-H441	NCI-H441 cell	RRID:CVCL_1561|CLO:0008087	subclass	immortal human epithelial cell line cell	An immortal human epithelial cell line cell originating from the pleural effusion of subjects with lung adenocarcinoma.	'derives from' some ('epithelial cell' and ('part of' some ('pleural effusion' and ('part of' some ('Homo sapiens' and ('has disease' some 'lung adenocarcinoma'))))))	Homo sapiens		epithelial cell		pleural effusion		lung adenocarcinoma		'derives from' some ('epithelial cell' and ('part of' some ('pleural effusion' and ('part of' some ('Homo sapiens' and ('has disease' some 'lung adenocarcinoma'))))))
ICF:0000104	NCI-H522 cell	NCI.H522| H522| H-522| NCI-522| NCI522| NCIH522|NCI-H522	NCI-H522 cell	RRID:CVCL_1567|CLO:0008094	subclass	immortal human epithelial cell line cell	An immortal human epithelial cell line cell originating from the lung of subjects with lung adenocarcinoma.	'derives from' some ('epithelial cell' and ('part of' some ('lung' and ('part of' some ('Homo sapiens' and ('has disease' some 'lung adenocarcinoma'))))))	Homo sapiens		epithelial cell		lung		lung adenocarcinoma		'derives from' some ('epithelial cell' and ('part of' some ('lung' and ('part of' some ('Homo sapiens' and ('has disease' some 'lung adenocarcinoma'))))))
ICF:0000105	SW 1573 cell	SW-1573| SW 1573	SW1573 cell	RRID:CVCL_1720|CLO:0009190	subclass	immortal human epithelial cell line cell	An immortal human epithelial cell line cell originating from the lung of subjects with lung adenocarcinoma.	'derives from' some ('epithelial cell' and ('part of' some ('lung' and ('part of' some ('Homo sapiens' and ('has disease' some 'lung adenocarcinoma'))))))	Homo sapiens		epithelial cell		lung		lung adenocarcinoma		'derives from' some ('epithelial cell' and ('part of' some ('lung' and ('part of' some ('Homo sapiens' and ('has disease' some 'lung adenocarcinoma'))))))
ICF:0000106	A549 cell	A549|A 549|NCI-A549|hA549	A-549 cell	RRID:CVCL_0023|CLO:0001601	subclass	immortal human epithelial cell line cell	An immortal human epithelial cell line cell originating from the lung of subjects with lung adenocarcinoma .	'derives from' some ('epithelial cell' and ('part of' some ('lung' and ('part of' some ('Homo sapiens' and ('has disease' some 'lung adenocarcinoma '))))))	Homo sapiens		epithelial cell		lung		lung adenocarcinoma 		'derives from' some ('epithelial cell' and ('part of' some ('lung' and ('part of' some ('Homo sapiens' and ('has disease' some 'lung adenocarcinoma '))))))
ICF:0000107	LC-2-ad cell	LC-2-Ad| LC-2-ad| LC-2 ad| LC2/Ad| LC2/AD| LC2AD|LC-2-ad	LC-2/ad cell	RRID:CVCL_1373|CLO:0037020	subclass	immortal human epithelial cell line cell	An immortal human epithelial cell line cell originating from the pleural effusion of subjects with lung adenocarcinoma .	'derives from' some ('epithelial cell' and ('part of' some ('pleural effusion' and ('part of' some ('Homo sapiens' and ('has disease' some 'lung adenocarcinoma '))))))	Homo sapiens		epithelial cell		pleural effusion		lung adenocarcinoma 		'derives from' some ('epithelial cell' and ('part of' some ('pleural effusion' and ('part of' some ('Homo sapiens' and ('has disease' some 'lung adenocarcinoma '))))))
ICF:0000108	RCB4455 cell	PC9| PC-9/S1| PC-9S1|PC-9|RCB4455	PC-9 cell	RRID:CVCL_B260|CLO:0050067	subclass	immortal human epithelial cell line cell	An immortal human epithelial cell line cell originating from the lymph node of subjects with lung adenocarcinoma .	'derives from' some ('epithelial cell' and ('part of' some ('lymph node' and ('part of' some ('Homo sapiens' and ('has disease' some 'lung adenocarcinoma '))))))	Homo sapiens		epithelial cell		lymph node		lung adenocarcinoma 		'derives from' some ('epithelial cell' and ('part of' some ('lymph node' and ('part of' some ('Homo sapiens' and ('has disease' some 'lung adenocarcinoma '))))))
ICF:0000109	CMT64/61 cell	CMT64/61	CMT64 cell	RRID:CVCL_2406|CLO:0002531	subclass	immortal mouse epithelial cell line cell	An immortal mouse epithelial cell line cell originating from the lung of subjects with lung carcinoma.	'derives from' some ('epithelial cell' and ('part of' some ('lung' and ('part of' some ('Mus musculus' and ('has disease' some 'lung carcinoma'))))))	Mus musculus		epithelial cell		lung		lung carcinoma		'derives from' some ('epithelial cell' and ('part of' some ('lung' and ('part of' some ('Mus musculus' and ('has disease' some 'lung carcinoma'))))))
ICF:0000110	LL/2 (LLC1) cell	LL/2 (LLc1)| LL/2(LLc1)| LL/2| LL2| LLC1| LLC| Lewis lung carcinoma line 1|LL/2 (LLC1)	LL/2 cell	RRID:CVCL_4358|CLO:0007325	subclass	immortal mouse epithelial cell line cell	An immortal mouse epithelial cell line cell originating from the lung of subjects with lung carcinoma.	'derives from' some ('epithelial cell' and ('part of' some ('lung' and ('part of' some ('Mus musculus' and ('has disease' some 'lung carcinoma'))))))	Mus musculus		epithelial cell		lung		lung carcinoma		'derives from' some ('epithelial cell' and ('part of' some ('lung' and ('part of' some ('Mus musculus' and ('has disease' some 'lung carcinoma'))))))
ICF:0000111	NCI-H292 cell	H292| H-292| NCI-HUT-292| Hut292| NCIH292|NCI-H292	NCI-H292 cell	RRID: CVCL_0455|CLO:0008080	subclass	immortal human epithelial cell line cell	An immortal human epithelial cell line cell originating from the lymph node of subjects with lung carcinoma.	'derives from' some ('epithelial cell' and ('part of' some ('lymph node' and ('part of' some ('Homo sapiens' and ('has disease' some 'lung carcinoma'))))))	Homo sapiens		epithelial cell		lymph node		lung carcinoma		'derives from' some ('epithelial cell' and ('part of' some ('lymph node' and ('part of' some ('Homo sapiens' and ('has disease' some 'lung carcinoma'))))))
ICF:0000112	RCB1967 cell	LU65|RCB1967|LU-65M| LU-65| Lu65| Lu 65| C-Lu-65| C-Lu65	Lu-65 cell	RRID:CVCL_1392|CLO:0050059	subclass	immortal human epithelial cell line cell	An immortal human epithelial cell line cell originating from the lung of subjects with lung giant cell carcinoma.	'derives from' some ('epithelial cell' and ('part of' some ('lung' and ('part of' some ('Homo sapiens' and ('has disease' some 'lung giant cell carcinoma'))))))	Homo sapiens		epithelial cell		lung		lung giant cell carcinoma		'derives from' some ('epithelial cell' and ('part of' some ('lung' and ('part of' some ('Homo sapiens' and ('has disease' some 'lung giant cell carcinoma'))))))
ICF:0000113	NCI-H1299 cell	H-1299| NCIH1299|CRL-5803|H1299|NCI-H1299	H1299 cell	RRID:CVCL_0060|CLO:0007986	subclass	immortal human epithelial cell line cell	An immortal human epithelial cell line cell originating from the lymph node of subjects with lung large cell carcinoma.	'derives from' some ('epithelial cell' and ('part of' some ('lymph node' and ('part of' some ('Homo sapiens' and ('has disease' some 'lung large cell carcinoma'))))))	Homo sapiens		epithelial cell		lymph node		lung large cell carcinoma		'derives from' some ('epithelial cell' and ('part of' some ('lymph node' and ('part of' some ('Homo sapiens' and ('has disease' some 'lung large cell carcinoma'))))))
ICF:0000114	DMS 273 cell	DMS 273|DMS-273| DMS273| Darmouth Medical School 273	DMS273 cell	RRID:CVCL_1176|CLO:0002797	subclass	immortal human epithelial cell line cell	An immortal human epithelial cell line cell originating from the pleural effusion of subjects with lung small cell carcinoma.	'derives from' some ('epithelial cell' and ('part of' some ('pleural effusion' and ('part of' some ('Homo sapiens' and ('has disease' some 'lung small cell carcinoma'))))))	Homo sapiens		epithelial cell		pleural effusion		lung small cell carcinoma		'derives from' some ('epithelial cell' and ('part of' some ('pleural effusion' and ('part of' some ('Homo sapiens' and ('has disease' some 'lung small cell carcinoma'))))))
ICF:0000115	DMS 454 cell	DMS 454|DMS-454| DMS454| Darmouth Medical School 454	DMS 454 cell	RRID:CVCL_2438|CLO:0002798	subclass	immortal human epithelial cell line cell	An immortal human epithelial cell line cell originating from the lung of subjects with lung small cell carcinoma.	'derives from' some ('epithelial cell' and ('part of' some ('lung' and ('part of' some ('Homo sapiens' and ('has disease' some 'lung small cell carcinoma'))))))	Homo sapiens		epithelial cell		lung		lung small cell carcinoma		'derives from' some ('epithelial cell' and ('part of' some ('lung' and ('part of' some ('Homo sapiens' and ('has disease' some 'lung small cell carcinoma'))))))
ICF:0000116	DMS 53 cell	DMS 53|DMS-53| DMS53| Darmouth Medical School 53	DMS 53 cell	RRID:CVCL_1177|CLO:0002799	subclass	immortal human epithelial cell line cell	An immortal human epithelial cell line cell originating from the lung of subjects with lung small cell carcinoma.	'derives from' some ('epithelial cell' and ('part of' some ('lung' and ('part of' some ('Homo sapiens' and ('has disease' some 'lung small cell carcinoma'))))))	Homo sapiens		epithelial cell		lung		lung small cell carcinoma		'derives from' some ('epithelial cell' and ('part of' some ('lung' and ('part of' some ('Homo sapiens' and ('has disease' some 'lung small cell carcinoma'))))))
ICF:0000117	 NCI-H1092 cell	H1092| H-1092| NCIH1092|NCI-H1092	NCI-H1092 cell	RRID:CVCL_1454|CLO:0007980	subclass	immortal human epithelial cell line cell	An immortal human epithelial cell line cell originating from the bone marrow of subjects with lung small cell carcinoma.	'derives from' some ('epithelial cell' and ('part of' some ('bone marrow' and ('part of' some ('Homo sapiens' and ('has disease' some 'lung small cell carcinoma'))))))	Homo sapiens		epithelial cell		bone marrow		lung small cell carcinoma		'derives from' some ('epithelial cell' and ('part of' some ('bone marrow' and ('part of' some ('Homo sapiens' and ('has disease' some 'lung small cell carcinoma'))))))
ICF:0000118	NCI-H146 cell	H146| H-146| NCIH146|NCI-H146	NCI-H146 cell	RRID:CVCL_1473|CLO:0007998	subclass	immortal human epithelial cell line cell	An immortal human epithelial cell line cell originating from the bone marrow of subjects with lung small cell carcinoma.	'derives from' some ('epithelial cell' and ('part of' some ('bone marrow' and ('part of' some ('Homo sapiens' and ('has disease' some 'lung small cell carcinoma'))))))	Homo sapiens		epithelial cell		bone marrow		lung small cell carcinoma		'derives from' some ('epithelial cell' and ('part of' some ('bone marrow' and ('part of' some ('Homo sapiens' and ('has disease' some 'lung small cell carcinoma'))))))
ICF:0000119	NCI-H2444 cell	H2444| H-2444| NCIH244|NCI-H2444	NCI-H2444 cell	RRID:CVCL_1552|CLO:0008076	subclass	immortal human epithelial cell line cell	An immortal human epithelial cell line cell originating from the lung of subjects with lung small cell carcinoma.	'derives from' some ('epithelial cell' and ('part of' some ('lung' and ('part of' some ('Homo sapiens' and ('has disease' some 'lung small cell carcinoma'))))))	Homo sapiens		epithelial cell		lung		lung small cell carcinoma		'derives from' some ('epithelial cell' and ('part of' some ('lung' and ('part of' some ('Homo sapiens' and ('has disease' some 'lung small cell carcinoma'))))))
ICF:0000120	NCI-H345 cell	H345| H-345| NCI H345| NCIH345|NCI-H345	NCI-H345 cell	RRID:CVCL_1558|CLO:0008084	subclass	immortal human epithelial cell line cell	An immortal human epithelial cell line cell originating from the bone marrow of subjects with lung small cell carcinoma.	'derives from' some ('epithelial cell' and ('part of' some ('bone marrow' and ('part of' some ('Homo sapiens' and ('has disease' some 'lung small cell carcinoma'))))))	Homo sapiens		epithelial cell		bone marrow		lung small cell carcinoma		'derives from' some ('epithelial cell' and ('part of' some ('bone marrow' and ('part of' some ('Homo sapiens' and ('has disease' some 'lung small cell carcinoma'))))))
ICF:0000121	NCI-H446 cell	H446| H-446| NCI-446| NCIH446|NCI-H446	NCI-H446 cell	RRID:CVCL_1562|CLO:0008088	subclass	immortal human epithelial cell line cell	An immortal human epithelial cell line cell originating from the pleural effusion of subjects with lung small cell carcinoma.	'derives from' some ('epithelial cell' and ('part of' some ('pleural effusion' and ('part of' some ('Homo sapiens' and ('has disease' some 'lung small cell carcinoma'))))))	Homo sapiens		epithelial cell		pleural effusion		lung small cell carcinoma		'derives from' some ('epithelial cell' and ('part of' some ('pleural effusion' and ('part of' some ('Homo sapiens' and ('has disease' some 'lung small cell carcinoma'))))))
ICF:0000122	NCI-H69 cell	NCI-H-69| NCI H69| H69| H-69| NCIH69| NCI-HUT-69| H69/P| NCI-H69C| H69C| H69c|NCI-H69	NCI-H69 cell	RRID:CVCL_1579|CLO:0008105	subclass	immortal human epithelial cell line cell	An immortal human epithelial cell line cell originating from the pleural effusion of subjects with lung small cell carcinoma.	'derives from' some ('epithelial cell' and ('part of' some ('pleural effusion' and ('part of' some ('Homo sapiens' and ('has disease' some 'lung small cell carcinoma'))))))	Homo sapiens		epithelial cell		pleural effusion		lung small cell carcinoma		'derives from' some ('epithelial cell' and ('part of' some ('pleural effusion' and ('part of' some ('Homo sapiens' and ('has disease' some 'lung small cell carcinoma'))))))
ICF:0000123	RCB0725 cell	MS-1|RCB0725	MS-1 cell	RRID:CVCL_IQ55|CLO:0050048	subclass	immortal human epithelial cell line cell	An immortal human epithelial cell line cell originating from the lung of subjects with lung small cell carcinoma.	'derives from' some ('epithelial cell' and ('part of' some ('lung' and ('part of' some ('Homo sapiens' and ('has disease' some 'lung small cell carcinoma'))))))	Homo sapiens		epithelial cell		lung		lung small cell carcinoma		'derives from' some ('epithelial cell' and ('part of' some ('lung' and ('part of' some ('Homo sapiens' and ('has disease' some 'lung small cell carcinoma'))))))
ICF:0000124	Calu-1 cell	CaLu-1| CALU-1| Calu.1| CALU 1| Calu 1| CALU1| Calu1|Calu-1	Calu-1 cell	RRID:CVCL_0608|CLO:0002191	subclass	immortal human epithelial cell line cell	An immortal human epithelial cell line cell originating from the pleural effusion of subjects with lung squamous cell carcinoma.	'derives from' some ('epithelial cell' and ('part of' some ('pleural effusion' and ('part of' some ('Homo sapiens' and ('has disease' some 'lung squamous cell carcinoma'))))))	Homo sapiens		epithelial cell		pleural effusion		lung squamous cell carcinoma		'derives from' some ('epithelial cell' and ('part of' some ('pleural effusion' and ('part of' some ('Homo sapiens' and ('has disease' some 'lung squamous cell carcinoma'))))))
ICF:0000125	NCI-H520 cell	H520| H-520| NCI-HUT-520| NCIH520|NCI-H520	H520 cell	RRID:CVCL_1566|CLO:0008093	subclass	immortal human epithelial cell line cell	An immortal human epithelial cell line cell originating from the lung of subjects with lung squamous cell carcinoma.	'derives from' some ('epithelial cell' and ('part of' some ('lung' and ('part of' some ('Homo sapiens' and ('has disease' some 'lung squamous cell carcinoma'))))))	Homo sapiens		epithelial cell		lung		lung squamous cell carcinoma		'derives from' some ('epithelial cell' and ('part of' some ('lung' and ('part of' some ('Homo sapiens' and ('has disease' some 'lung squamous cell carcinoma'))))))
ICF:0000126	RCB0455 cell	LC-1/sq|RCB0455|LC-1 sq| LC-1-sq| LC-1Sq| LC-1sq| LC1/Sq| LC1-Sq| LC1-sq| LC1sq| Lc1sq| LC1SQ| Lung cancer-1/squamous| LC-1| LC1	LC-1/sq cell	RRID:CVCL_3008|CLO:0050045	subclass	immortal human epithelial cell line cell	An immortal human epithelial cell line cell originating from the lung of subjects with lung squamous cell carcinoma.	'derives from' some ('epithelial cell' and ('part of' some ('lung' and ('part of' some ('Homo sapiens' and ('has disease' some 'lung squamous cell carcinoma'))))))	Homo sapiens		epithelial cell		lung		lung squamous cell carcinoma		'derives from' some ('epithelial cell' and ('part of' some ('lung' and ('part of' some ('Homo sapiens' and ('has disease' some 'lung squamous cell carcinoma'))))))
ICF:0000127	RCB1905 cell	SQ-1| SQ1| Sq1|RCB1905|Sq-1	Sq-1 cell	RRID:CVCL_4900|CLO:0050049	subclass	immortal human epithelial cell line cell	An immortal human epithelial cell line cell originating from the lung of subjects with lung squamous cell carcinoma.	'derives from' some ('epithelial cell' and ('part of' some ('lung' and ('part of' some ('Homo sapiens' and ('has disease' some 'lung squamous cell carcinoma'))))))	Homo sapiens		epithelial cell		lung		lung squamous cell carcinoma		'derives from' some ('epithelial cell' and ('part of' some ('lung' and ('part of' some ('Homo sapiens' and ('has disease' some 'lung squamous cell carcinoma'))))))
ICF:0000128	RCB2818 cell	B1203L|RCB2818	B1203L cell	RRID:CVCL_8658|CLO:0050057	subclass	immortal human epithelial cell line cell	An immortal human epithelial cell line cell originating from the lung of subjects with lung squamous cell carcinoma.	'derives from' some ('epithelial cell' and ('part of' some ('lung' and ('part of' some ('Homo sapiens' and ('has disease' some 'lung squamous cell carcinoma'))))))	Homo sapiens		epithelial cell		lung		lung squamous cell carcinoma		'derives from' some ('epithelial cell' and ('part of' some ('lung' and ('part of' some ('Homo sapiens' and ('has disease' some 'lung squamous cell carcinoma'))))))
